text,content
"How Walmart Can Invest in Its Workforce Without Costing Customers a Dime
American workers are working harder for less, with productivity rising but living standards stagnant or declining. At the same time, stock market wealth and incomes for the highest-paid Americans have risen. Against this backdrop, the pay practices of the nation’s largest private employer have come under increased scrutiny. Walmart, with 1.3 million U.S. employees and $17 billion in annual profits, sets standards for all other retailers and across the supply chain of one of the nation’s fastest-growing industries. Walmart’s practices impact the public sector and taxpayers as well when employees earn too little to meet their needs and require public assistance. Finally, Walmart is a leader in promoting an employment model in which workers earn too little to generate the consumer demand that supports hiring and would lead to economic recovery. In the last year, Walmart employees themselves have been increasingly vocal in protesting their low pay. Since the last holiday season, Walmart employees in stores throughout the country have repeatedly spoken out in pursuit of a modest wage goal: the equivalent of $25,000 a year in wages for a full-time employee.
Now as another holiday season approaches, this research brief considers one way Walmart could meet the wage target its employees are calling for— without raising prices. We find that if Walmart redirected the $7.6 billion it spends annually on repurchases of its own company stock, these funds could be used to give Walmart’s low-paid workers a raise of $5.83 an hour, more than enough to ensure that all Walmart workers are paid a wage equivalent to at least $25,000 a year for full-time work. Curtailing share buybacks would not harm the company’s retail competitiveness or raise prices for consumers. In fact, some retail analysts have argued that by providing a substantial investment in the company’s front-line workforce, higher pay could be expected to improve employee productivity and morale while reducing Walmart’s expenses related to employee turnover. With more money in their wallets, Walmart employees would likely spend a portion of the cash at Walmart itself, boosting the company’s sales. Sales might also increase as customers benefit from an improved shopping environment.
In Demos’ prior study, Retail’s Hidden Potential: How Raising Wages Would Benefit Workers, the Industry and the Overall Economy, we found that increasing pay for low-wage workers at America’s largest retailers would also have benefits for the economy as a whole, reducing poverty, boosting economic growth, and creating over 100,000 jobs. While the impact of raising wages at a single company—even one as large and central as Walmart—would have a much smaller impact, similar benefits could be expected from a wage increase: the economy would gain from the addition of economy-supporting jobs, taxpayers would pay less to subsidize Walmart’s low- wage business model, and the company would no longer be the leading example of inequality in an economy being rapidly undermined by the shrinking middle class and lack of purchasing power. Significantly, these gains could be attained without any impact on Walmart’s low prices.
See the Full Report Here",research
"It already seems like an age-old question: “Has Wal-Mart been good or bad?”
This week, The Washington Post's  Ezra Klein is the one asking and weighing the costs to Walmart’s workforce, its supply chain, and its competitors against the low prices the store offers consumers. He asserts:
I never came across an accounting I found sufficient. Whether Wal-Mart has been, on net, “good” or “bad” is a complicated question to frame and a devilishly tough one to answer.
It may also not be the most helpful or relevant question to ask.
 
The reality is Walmart is with us for better or worse. Imagining what a Walmart-free world would look like is an interesting exercise, but it’s not the one that brought Walmart workers and their allies to the picket line in a hundred cities on Friday. The question they were striving to answer is closer to the one the National Employment Law Project’s Annette Bernhardt asks: “what kind of Walmart do we want for our country?”
After all, the same company that was a leader in off-shoring jobs  and dragging retail wages down could lead the retail sector, and the country, down a different path.  And as my colleague Catherine Ruetschlin explained in this space last week (and discussed in more depth in her recent study), low wages are not required for low prices.
Looking at Walmart specifically, a 2011 study from the Berkeley Labor Center found that if the company raised wages for all employees to at least $12 an hour, the average Walmart consumer would pay just 46 cents more per shopping trip or $12.49 per year. Meanwhile low-income Walmart employees would see their wages lifted by as much as $6,500 a year. Looking at America's large retailers as a whole, (and using a slightly different set of assumptions) Demos finds that consumers would pay just 7 to 15 cents more per shopping trip ($8.87 to $17.73 per year) for a wage increase sufficient to raise 1.5 million retail workers and the  family members they support out of poverty or near poverty. The wage hike would also boost GDP and create jobs.
As the data indicates, the low wages vs. low prices debate is a false choice. Tomorrow's Walmart (or for that matter, tomorrow’s Amazon.com, which Klein notes is also transforming our economy and is engendering its own push for improved working conditions) could take the nation along a higher road that benefits both workers and consumers, not to mention the economy as a whole.
When we ask instead what America’s largest employer—and the fast-growing retail sector that it dominates— should look like going forward, it leads us not to a “devilishly tough” debate about past impact but to one about what can we do as workers, consumers, shareholders and democratic citizens to shape that path.  This is the question we should be asking and striving to answer.",blog
"Today more than a hundred New Yorkers from a host of organizations  will descend on Albany, calling on their elected officials to finally guarantee paid family leave to working people statewide. They’ll argue that for too many New Yorkers, bonding with a new baby or tending to a loved one who is seriously ill is impossible without missing a much-needed paycheck. And the numbers back them up.
In a new brief released today, my colleague Robert Hiltonsmith and I find that 6.4 million working New Yorkers  – 87 percent of the state’s non-farm, private sector workforce – do not receive paid family leave through their employers.
We find that in the retail industry, which employs almost a million workers statewide, 94 percent of employees lack paid family leave. The situation is similar in other low-paying industries, where workers also struggle with low wages and unstable schedules.  And even in high-flying industries like finance and insurance – where New York employer Goldman Sachs recently made headlines by improving the paid leave benefits it offers employees – most employees still don’t get paid family leave.
As we argue in the brief:
Ensuring that the next generation gets a healthy, loving start in life – and that families don’t fall into poverty as they struggle to care for one another in times of sickness – are society-wide challenges, not problems that individual families and businesses can solve on their own. Surveys find that 80 percent of Americans, including 71 percent of Republicans, favor requiring all employers to offer paid leave to parents of new children and employees caring for sick family members. Polls of New Yorkers are similarly favorable, with 81 percent of New York City residents (including 80 percent of Republicans) supporting the establishment of a paid family leave insurance system even if it means a dollar a week would be deducted from their own paychecks to fund it.
Public paid family leave insurance has been successfully implemented in California, in neighboring New Jersey, and in Rhode Island, where studies find that they have had little impact on how employers do business, even as working families see substantial benefits.
In New York, Governor Cuomo’s recent move to include paid leave in his executive budget is tremendously encouraging, especially since his plan includes 12 weeks of job-protected leave and coverage of all employers with no exceptions. It's even more exciting that the Governor has reportedly enhanced the wage replacement rate in his original proposal to 2/3 of a worker's average weekly wage. Without at least this rate, lower paid workers would still be unable to afford time with new babies and sick loved ones and New York would remain a place where only higher-income people are able to take time to care for their families.
As Governor Cuomo noted, “You shouldn't have to choose between losing your job and being in debt and being a decent human being.” With a public system that ensures adequate wage replacement for 12 weeks of job-protected leave, New York State can become a leader.",blog
"Donald Trump — who founded his campaign on an appeal to white racial anxiety and began his presidency with an immigration policy that discriminates on the basis of national origin — is unlikely to put forth serious policy proposals on reducing racial and ethnic inequality. Instead, many fear that his administration will promote policies that further expand the nation’s already vast and growing racial wealth gap.
To effectively oppose these policies, and to push for better alternatives at the state and local level, Americans need clarity on the causes of racial economic inequality and on which policies will and will not reduce it. That’s why Demos and the Institute on Assets and Social Policy at Brandeis University developed the Racial Wealth Audit and are working on a series of papers analyzing the racial wealth gap and how policy affects it.
The first step is understanding the dimensions of the wealth gap. Our new analysis of data from the Survey of Consumer Finances reveals that the median white household possessed $13 in net wealth for every dollar held by the median black household in 2013. That same year, median white households possessed $10 for each dollar held by the median Latino/a household.
The causes of the racial wealth gap are clear: centuries of unjust public policies, from slavery to segregation to redlining, allowed white households to accumulate wealth through opportunities that were systematically denied to (and frequently came at the expense of) people of color. The outcomes of past injustice are carried forward as wealth is handed down across generations and are reinforced by ostensibly “color-blind” practices and policies in effect today.
Yet many popular explanations for racial economic inequality overlook these deep roots, insisting that wealth disparities must be solely the result of individual life choices and personal achievements. If only people of color changed their behavior in some key way, this line of thought contends, racial wealth economic inequality would vanish. Our new report, ""The Asset Value of Whiteness,"" provides data indicating that it is false.
Drawing on data from the 2013 Survey of Consumer Finances, we find that white adults who don’t graduate high school, don’t get married before having children, and don’t work full time still have much greater wealth at the median than comparable black and Latino adults — and often have more wealth than black and Latino households that have married, completed more education, or work longer hours. Differences in consumption habits also cannot explain the wealth gap; we look at academic research finding that white households spend more than black households of comparable incomes, yet still have more wealth.
Doing “everything right” — making all the optimal life choices to build wealth and get ahead, despite obstacles — is still not enough for black and Latino households to accumulate as much wealth as their white counterparts.
Consider our findings on single parents. In another recent report, ""The Parent Trap,"" I examined the economic insecurity of families with young children, looking at the host of pressures that bear down the most fiercely on single parents who struggle to both care for their children and earn a living to support them. Single mothers face high rates of poverty and unemployment. Yet white single mothers nevertheless benefit from intergenerational transfers of wealth at much higher rates than households of color. As a result, as much as single mothers struggle, the median white single parent has 2.2 times more wealth than the median black two-parent household and 1.9 times more wealth than the median Latino two-parent household. Family structure, we conclude, does not drive racial inequity, and racial inequity persists regardless of family structure.
Addressing the racial wealth gap – and ultimately, building a more equitable society – will require a shift in focus away from individual behavior toward policy that confronts structural and institutional racism. Next Monday, February 13, IASP and Demos will launch RacialWealthAudit.org a new website containing information on our Racial Wealth Audit, a framework to help evaluate a potential policy’s impact on the wealth gap.",blog
"While Michigan Governor Rick Snyder was never exactly beloved by all, voters liked him a lot more before last week. That’s when Snyder signed legislation radically undercutting the state’s labor unions – a so-called “right-to-work” law – that he had previously insisted was “too divisive” to enact. Today, a new poll shows Snyder’s popularity has plummeted 28 points making him one of the least popular sitting governors in the nation. No one seems to doubt that the anti-union law is the cause of his abrupt fall from grace.
But if Governor Snyder isn’t benefitting from his surprise legislative power play, who is? Snyder and the bill’s other backers like to claim that weakening unions will help attract jobs and  grow the economy, but this doesn’t pass the laugh test. A look at states’ unemployment rates,  per capita income, and rates of job growth reveals no correlation with so-called “right to work” (RTW) laws. Furthermore, finds University of Oregon professor Gordon Lafer, there is no evidence that RTW laws affect companies’ siting decisions.  Even the law’s name is a cynical absurdity, as economist Dean Baker points out in a recent op-ed.
In fact, RTW laws reliably offer states a very negative set of outcomes. As I wrote when Indiana passed a similar law in January, “right to work” is a formula for shrinking paychecks. By making it harder for unions to collect the dues that enable them to function, RTW undermines the ability of both union and non-union workers to get a fair deal in the workplace. The average full-time, full-year worker in a RTW state earns about $1,500 less each year than a similar worker in a non-right to work state, according to a study by economists Elise Gould and Heidi Shierholz. The laws also leave workers less likely to get health insurance or pensions through their jobs.
But if Governor Snyder has alienated voters and undercut his state’s workforce, he hasn’t disappointed everyone. As many commentators have noted, undermining unions looks like a savvy piece of political gamesmanship for the Republican Party, since weakening organized labor damages a major source of Democratic Party funding and organizational support.
At the same time, the folks at the American Legislative Exchange Council (ALEC)– the same outfit that worked to spread Florida-style “stand your ground” gun laws to other states – are surely delighted that their model anti-union legislation was copied so faithfully by Michigan legislators.
The corporate interests behind ALEC are celebrating too: for the big business lobby, RTW is an effort to not only lower wages and get a cheaper workforce but also weaken a political foe that has been the most effective force opposing them on a range of issues, from the privatization of education to Wall Street reform, as well as more traditional workplace issues like raising the minimum wage. Corporate-backed efforts to push anti-union laws in Michigan, Indiana, Ohio and Wisconsin are no accident. What’s more, the attack comes at a time when, as Paul Krugman recently wrote, “profits have surged as a share of national income, while wages and other labor compensation are down. The pie isn’t growing the way it should — but capital is doing fine by grabbing an ever-larger slice, at labor’s expense.” Anti-union laws are one way to reinforce that trend.
The symbolism of a high-profile blow to unions in a state so central to the labor movement’s birth cannot be overstated. But there are also reasons to hope for a labor resurgence: as I’ve been documenting this year, the nation has also seen an upsurge in workplace organizing by low-wage employees. In Chicago, the teacher’s union won its high-profile strike this year with bottom-up leadership and deep public support. And when voters across the country were asked to weigh in directly on measures to raise workplace standards and preserve rights on the job, working people mostly came out the winners. In Michigan itself, Governor Snyder can only hope that the voters who disdain him today will forget his betrayal by the next election.",blog
"We’ve been talking a lot this year on PolicyShop about the work of groups like Fast Food Forward, OUR Walmart, the Retail Action Project, the Restaurant Opportunities Centers, Hotel Workers Rising, and the National Domestic Workers Alliance. These groups and their allies are organizing low-wage workers to speak out for basic respect on the job, better pay, and improved working conditions (including taken-for-granted essentials like paid sick days and schedules they can count on).  The workers they represent are risking their paychecks – and in many cases, their jobs – to stand up for themselves and their co-workers. In the process, they’re also taking a stand for the future of our economy.
In Demos' recent paper on the retail industry,  we describe how boosting retail wages would not just lift workers and their families out of poverty   but also improve the U.S. economy and create jobs.  We think retailers would be smart to act on our study. Yet it’s hard to see how a broad-based retail wage increase will really happen except as a result of worker or government pressure.
That’s a point Eduardo Porter expands on in today’s New York Times, as he considers what kind of economy we’re in for if we don’t see an upsurge in job quality at the bottom of the labor market:
. . . the McJob is hardly a niche of the labor market reserved for the uneducated few. Rather, it might be the biggest job of our future.
The American labor market has been hollowing out for decades — losing many of the middle-skilled, relatively well-paid jobs in manufacturing that can be performed more cheaply by machines or workers overseas. It has split between a high end of well-educated workers, and a low end of less-educated workers performing jobs, mostly in the service sector, that cannot be outsourced or mechanized.
This process is not expected to reverse any time soon. According to government statistics, personal care aides will make up the fastest-growing occupation this decade. The Economic Policy Institute study found that some 57 percent of them live in poverty…
Porter points out that in the past, labor unions have succeeded in improving jobs that used to be ill-paid and dangerous – turning them into the kind of middle-class positions that could sustain a family. He points to a recent study by the International Labor Organization that shows that jobs paying low wages are scarce in countries where unionization rates are high. Yet he also reminds us that unions today represent just 7 percent of the private sector workforce, and are “fighting long odds —hemmed in by legal decisions limiting how they can organize and protest, while trying to organize workers in industries of low skill and high turnover like fast food.”
One solution, Porter suggests, might look like SEIU’s successful Justice for Janitors campaign in the 1990s, which garnered broad community support and “framed the effort as a broad movement for the economic rights of low-wage workers” not only janitorial staff. It’s clear that the new efforts to organize low-wage workers – many of them outside the bounds of a legally-sanctioned union – are also adopting the broader “social movement” ethos. It is, as Porter argues, what they’ll need to win.  ",blog
"“I was the victim of wage theft, exploitation, and of a stolen paycheck. I was never paid for time I regularly worked before clocking in. Every time I spoke up about the problem I was retaliated against by having my hours cut and my shifts changed.” 
Those were the powerful words of long-time Carl’s Jr. employee Roberto Ramirez as he spoke in Spanish before a Senate forum this week. The treatment Ramirez tearfully described was illegal, exactly the type of abuse working people depend on the U.S. Department of Labor to investigate and remedy. But the man ultimately responsible for working conditions at Carl’s Jr. – the chief executive who built his personal fortune on the mistreatment of workers like Mr. Ramirez – is now Donald Trump’s choice to lead the Department of Labor, charged with enforcing these very laws.
Andrew Puzder has been CEO of fast food chain CKE Restaurants, Inc. (which includes Hardees and Carl’s Jr.) since 2000. During that time, his company was a serial violator of key worker protection laws, even as Puzder himself spoke out against minimum wage, overtime, and sick leave rules, even expressing the wish that his employees were more like robots who would never take a vacation or sue him for racially discriminating against them.
On Thursday, Carl’s Jr. and Hardees employees across the country took to the streets with the Fight for $15 to tell the nation exactly how unacceptable a Labor Secretary Puzder would be. “If Puzder is confirmed as labor secretary, it will mean the Trump years will be about low pay, wage theft, sexual harassment and racial discrimination instead of making lives better for working Americans like me,” protested Terrance Dixon, a worker at Hardees from St. Louis.
A new investigation by the Century Foundation tracks 166 investigations by the Department of Labor into Puzder’s restaurants across the country. They find that 87 investigations revealed at least one violation of the law. Violations of wage and hour laws resulted in $145,310 in back wages paid to 877 employees from 2004–2016. Civil penalties totaled $156,377, and 1,563 workers were exposed to wage and hour or workplace safety violations.
The extensive record of  legal violations should immediately disqualify Puzder from leading the agency responsible for protecting workers. Yet a survey of workers at Carl’s Jr. and Hardees suggests that the violations on record are just the tip of the iceberg. The Restaurant Opportunities Centers surveyed more than 500 employees of Puzder’s company finding that:
* Sixty-six percent of women at CKE Restaurants reported experiencing unwanted sexual behaviors at work, compared to 40% of women in the fast food industry overall, according to a national survey. Women working at CKE reported over 1.5 times the rate of sexual harassment reported for the industry overall.
		* Due to severe understaffing in the company, almost a third (28%) of respondents worked off-the-clock. Approximately one-third reported a wide range of wage theft violations, including not receiving required breaks, and overtime pay.
		* Seventy-nine percent of CKE Restaurants workers reported that they have prepared or served food while sick, this is higher than the rate in any of the cities we have previously surveyed.
If worker claims from the survey are substantiated, violations at Puzder’s fast food restaurants are far more prevalent than what has been identified and penalized so far. This suggests that much tougher enforcement of minimum wage, workplace safety, harassment, and discrimination laws is needed and the Department of Labor should devote many more resources for investigation of these crimes. While President Obama’s Labor Secretary, Tom Perez has made vigorous efforts toward better enforcement of workplace protections, further strengthening prosecution would be a fitting role for a president who campaigned as a champion of the working class. Yet Puzder’s business triumphs have come directly at the expense the same working people Trump pledged to help. Everything about his record suggests that Andrew Puzder would take the Department of Labor in exactly the wrong direction.",blog
"Thank you Chairman Wolf, Chairman Scibak, and Honorable Members of the Committee for this opportunity to present testimony. My name is Amy Traub and I am a senior policy analyst with Dēmos. Dēmos is a public policy organization working for an America where we all have an equal say in our democracy and an equal chance in our economy. I’m pleased to be here today to testify on Senate Bill 123, “An Act regulating the use of credit reports by employers.”
This legislation would prohibit employers, prospective employers, and employment agencies from using consumer credit reports for any employment purpose, except as otherwise required by state or federal law.
The bill is critical because today in Massachusetts, qualified job seekers are being turned away from employment solely because of their personal credit history. People whose credit is damaged as a result of medical debt, student loans, a layoff, divorce, predatory lending, identity theft, or simple error are shut out of jobs—despite a lack of social science evidence connecting someone’s credit history with their job performance.  Looking at job listings recently posted around the state of Massachusetts, credit checks are required for entry-level retail workers, caterers, delivery drivers, engineers, maintenance workers, financial employees, security guards, and auto mechanics, just to name a few positions.
The Society for Human Resources Management finds that about half of employers nationwide check credit as part of their hiring process for some or all positions. My own research at Demos finds that employment credit checks have a real impact – people are shut out of job opportunities because of their credit. At Demos we surveyed low- and middle-income households that were carrying credit card debt. Among those who had poor credit, one in seven report that they have been advised that they would not be hired for some position because of their credit.
I believe that this understates the true extent to the problem because many job applicants do not even realize that their credit is the reason they are rejected from job after job.
Credit checks are a serious barrier to employment and can create a vicious cycle: people with flawed credit because of medical debt or any other reason cannot get jobs because of their damaged credit, and cannot repay their debts and improve their credit because they can’t get a job.  This legislation would end the vicious cycle.
Ten other states, including Connecticut and Vermont, have recognized the danger and have passed laws restricting the use of employment credit checks. Unfortunately, as a result of industry lobbying, the ten state laws currently in effect were weakened to include numerous exemptions that undermine the efficacy of the legislation. These exemptions – which often carve out broad general categories or specific job positions for which employment credit checks can still be conducted – are not substantiated by research showing that credit checks are valid for the exempted positions. Massachusetts has an opportunity not only to follow in the footsteps of these other states but to pass a stronger and more protective law without unwarranted exemptions. New York and Maine are currently considering strong laws similar to Senate Bill 123.
I will conclude by noting that Senator Elizabeth Warren has sponsored national legislation known as the Equal Employment for All Act that mirrors Senate Bill 123, banning employment credit checks without unjustified exceptions. Yet her legislation faces an uphill battle in the United States Congress. I urge you to enact this important bill in the state of Massachusetts.
Thank you! I’d be very pleased to answer any questions and to share copies of my research.",testimony-and-public-comment
"Demos strongly urges the members of the U.S. Senate Banking Committee to vote in favor of confirming Richard Cordray to direct the Consumer Financial Protection Bureau for a full term. Director Cordray is highly qualified and has done an admirable job leading the Bureau so far.
Demos is a non-partisan public policy organization working for an America where we all have an equal say in our democracy and an equal chance in our economy.
The finances of American families are too fragile for lenders and other financial companies to continue siphoning away hundreds of billions of dollars in unfair and deceptive fees and penalties every year. Americans are still struggling to cope with the near-collapse of our economy in 2008, which was brought on by the excesses of the financial sector.  Under Cordray’s leadership, the Consumer Financial Protection Bureau has begun to take powerful steps to help families hold on to their hard-earned money, taking complaints from financial customers, helping students and their families to navigate the costs of college and their borrowing options, and advanced new protections for homebuyers. By releasing public investigations of the credit reporting industry, the CFPB is also shedding light on a largely hidden, yet influential corner of the financial services sector that impacts the vast majority of Americans.
Our recent research on the credit card and credit reporting industries highlights the crucial role the CFPB must play in safeguarding American consumers. In a recent report, “Discredited: How Employment Credit Checks Keep Qualified Workers Out of a Job,” Demos found evidence of racial disparities in credit quality and documented the impact that factors like medical debt and credit reporting errors can have on Americans’ ability not only to qualify for a home or car loan or achieve a fair interest rate on a credit card, but even to secure a job and earn a living. The CFPB needs strong leadership to continue supervision and regulation of the credit reporting industry that touches so many areas of our lives.
American families need the CFPB to protect them from the abuses of the credit card industry. The results of Demos’ 2012 National Survey on Credit Card Debt of Low-and Middle-Income Households, highlight the importance of the agency in enforcing the Credit CARD Act, which we find successful in helping households pay down their balances faster and avoid excessive fees and interest rate hikes. Our research indicates that 90 percent of low- and middle-income households carrying credit card debt have noticed the new credit card billing information detailing how long it will take to pay off the current balance if consumers pay only the minimum payment amount each month and 33 percent report they are responding to the new information by paying their balances down faster.  The number of households in our sample who report paying late fees on their credit cards has also declined dramatically: in our 2008 survey, half of households reported accruing late fees—in 2012, it was just 28 percent. Strong CFPB enforcement is critical to maintaining and expanding on these gains.
Under current law, the Bureau is fully accountable to the American people, to Congress, the judiciary, and the President. It has sufficient freedom of action to operate successfully, but it is also already more constrained – by oversight from other regulators and by special review by small business representatives – than any other financial agency. The Bureau’s existing structure and means of funding are key aspects of its effectiveness. In order to avoid budget pressures or rider provisions, the CFPB's budget must not be funded by appropriations. It is also important that the Bureau have a single head independently appointed by the president for a specified term and not subject to supervision by another regulator, person or board because the Bureau must have a clear, uncompromised and independent focus on protecting consumers.
If the Senate obstructs Cordray’s confirmation indefinitely, uncertainty about the validity of the CFPB’s actions and rules will grow, harming both consumers and industry alike. Without clear authority and a level playing field, consumers will continue to be harmed by unregulated financial practices, and financial companies that play by the rules will be faced with a disadvantage from unregulated, unscrupulous competitors. A lack of enforcement against predatory financial practices could put the entire economy at risk.
It is time for the Senate to put politics behind and put consumers, members of the armed forces, and seniors first. We urge you to vote to confirm Richard Cordray to direct the Consumer Financial Protection Bureau.",testimony-and-public-comment
"Manufacturing jobs were supposed to be the good jobs.
They are, as the subtitle of a devastating new report from the National Employment Law Project points out, the jobs that “built America’s middle class”—enabling generations of workers without a college degree to raise their families with dignity and a middle-class standard of living. In recent decades, as the U.S. economy has lost manufacturing work to technological advance and off-shoring to other countries, the service sector has made up a growing share of American jobs.
Yet many service sector jobs—particularly many positions in the booming retail, hospitality, and health care industries—don’t offer family-supporting wages, regular hours, or the comprehensive health care, retirement, and other benefits that made manufacturing jobs into high quality positions. One could draw an easy conclusion: to rebuild the middle class, we just need to bring to back American manufacturing.
The problem is, manufacturing jobs aren’t what they used to be.
NELP’s report marshals data to show that although manufacturing jobs once paid a wage significantly higher than the U.S. average, the average factory worker actually made 7.7 percent below the median wage for all occupations in 2013. Today, more than 600,000 manufacturing workers make just $9.60 per hour or less. More than 1.5 million manufacturing workers—one out of every four—make $11.91 or less.  And while there has been a particular resurgence in U.S. auto manufacturing jobs since 2009, auto wages have declined even faster than manufacturing pay as a whole. The rise of temp jobs in manufacturing is a key reason for the decline in job quality, with these jobs offering fewer benefits and generally worse working conditions in addition to the lower wages.
In the New York Times, study co-author Catherine Ruckelshaus points to the substantial subsidies that the federal, state, and local governments have offered companies in an effort to lure factories and manufacturing jobs. “If you are getting a tax break or a subsidy, we should make sure those jobs are good jobs,” Ruckelshaus asserts. It’s a critical point, given the way subsidies can deplete already-strained public budgets in pursuit of “good jobs” that never quite materialize. The conclusion, stated more explicitly in some of NELP's other work, is that public subsidies and tax breaks should be tied to concrete measures of job quality, with an opportunity for the subsidy to be rescinded if the promised well-paying positions aren’t generated. Living wage laws are one proven way to do this.
Yet the declining quality of manufacturing jobs also has deeper implications.
The mystique of manufacturing jobs as “good jobs” that can sustain the nation’s middle class obscures the reality that industrial work was not especially well-compensated until the labor militancy in the first half of the twentieth century unionized factories and raised job standards. A powerful labor movement, rooted in manufacturing, built the middle class. With workers in a far weaker state today—especially in the states that have seen the greatest resurgence in manufacturing employment—it is not a surprise that the quality of industrial jobs has declined. When workers don’t have the power (whether embodied by laws, collective bargaining, or a mechanism like worker-ownership) to insist that manufacturing jobs be “good jobs,” they won’t be.
On the flip side, if manufacturing doesn’t have inherent “good job” properties and it is instead workers’ collective power that determines whether job quality in an industry is high or low, this suggests that traditionally low-paid service sector jobs can also be transformed into positions that sustain a middle-class standard of living.
We can see this in the case of unionized hotel workers in New York City. It’s the animating force behind the “Fight for 15” in all its growing incarnations in the service sector, as home health care workers, retail employees, and fast food workers organize and strike to improve the quality of their own jobs.
The downgrading of American jobs into positions with low pay, erratic and insufficient schedules, and few benefits has been described as the creation of a “Wamart Economy” because of the role the nation’s largest employer has played in promoting the low-road employment model, (despite its high profits) squeezing suppliers and vying with competitors until many adopt the same practices. With American manufacturing heading down the same road, and many jobs for college graduates caught in a disturbingly similar spiral, it becomes more difficult to look to manufacturing or education to save the middle class.
Instead, it may be the employees of Walmart itself who have the right idea: walking out on strike on strike on November 28—the biggest shopping day of the year—to call for better wages and working conditions. To support them, go to http://blackfridayprotests.org/",blog
"In an economic address last year, President Obama declared that his highest priority would be addressing economic inequality and reversing the long erosion of middle-class security. “Whatever executive authority I have to help the middle class, I'll use it,” the president announced. He wasn’t kidding.
In January, the president signed an executive order raising wages for low-paid federal contract workers, even as he urged Congress, businesses, and states to adopt broader minimum wage increases. Now the president has announced he will seek to modernize Department of Labor regulations that keep millions of workers from receiving overtime pay. It’s another step toward helping working Americans bring home more of the gains they contribute to the economy.
The problem is that millions of working Americans are putting in extra hours on the job but not being compensated for it. That’s because the Department of Labor, which is empowered by Congress to set salary thresholds and establish the job duties used to determine which workers are exempted from overtime pay rules, has not updated its regulations in a decade. Now the president is directing the Department of Labor to act, updating the rules and ensuring that millions more workers—from the night manager at Burger King pulling extra shifts to the supervisor of a supermarket meat department who ends up working 60 hours—will get more of the money they’re working for.
“Americans are working longer hours and are more productive—yet wages are largely flat.” That’s the story that the Economic Policy Institute, backed up by reams of carefully analyzed data, has been telling with increasing urgency for many years. So it’s little surprise that EPI’s Ross Eisenbrey has done the definitive analysis on the need to modernize overtime rules.
In an op-ed in The New York Times, Eisenbrey wrote:
As with the minimum wage, which is not automatically adjusted for inflation and tends to lose real value unless it is raised, the overtime exemption threshold generally languishes. That means that many people who once would have been paid 1.5 times their wage when working overtime are not, violating the spirit of the law.
 
For decades, the Department of Labor periodically updated the overtime salary threshold. But today’s threshold, at $455 a week, is far below historical levels in real terms. And at just $2 a week more than a poverty-level income for a family of four, it is indefensibly low. I propose that President Obama raise the threshold to $970, equal in today’s dollars to the 1975 level of $250.
 
In keeping with the original purpose of the overtime rules, this increase would make overtime pay more expensive, creating an incentive for employers to spread work among other workers (an important goal in today’s low-job-creation environment). It would also more fairly compensate those who do work more than 40 hours.
Eisenbrey has noted that approximately 10 million workers would “benefit from a rule that makes clear that anyone earning less than $50,000 a year is not exempt from overtime requirements and must be paid time-and-a-half for any work the do past 40 hours a week.”
By putting money into the hands of working people who will spend it, expanded overtime pay will also increase consumer demand, and that demand gives employers a reason to add more jobs. While many businesses may prefer to continue profiting from employees’ extra work, the economy as a whole will benefit when these workers are fairly compensated for their work.  ",blog
